URL,Title,Description,Keywords,Title Exists (True/False),Description Exists (True/False),Keywords Exists (True/False)
https://onco.zdrav.mosreg.ru/clinics,Медицинские организации,Медицинские организации в Московской области по лечению онкологических заболеваний. Центры амбулаторной онкопомощи в Подмосковье.,,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/profilaktika/profilaktika,Профилактика,"Рекомендации для профилактики злокачественных новообразований, которые следует соблюдать каждому. Всемирная организация здравоохранения сообщает, что примерно треть из выявленных случаев заболевания раком предотвратима.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/profilaktika/dispanserizatsiya,Диспансеризация,"Даже если человека ничего не беспокоит, и он ведёт вполне здоровый образ жизни — это не может гарантировать, что он никогда не столкнётся с онкологическим заболеванием. Поэтому важно проверять свое здоровье регулярно.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/profilaktika/skrining,Скрининг,"Скрининг позволяет выявить болезни, провоцирующие развитие злокачественных опухолей, предраковые состояния и распространенные онкопатологии: новообразования в толстой кишке, легких, желудке, молочных железах и шейке матки, предстательной железе.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/profilaktika,Профилактика,"Профилактика онкологических заболеваний. Что делать, чтобы снизить риск заболеть раком.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/kolonoskopiya,Колоноскопия,"Колоноскопия - метод диагностики, который применяется для оценки состояния слизистой оболочки толстой кишки. Зачем делать диагностику и кому она показана.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/radioizotopnaya_diagnostika,Радиоизотопная диагностика,"Радиоизотопная диагностика — метод, основанный на принципе регистрации радиоактивных элементов, вводимых пациенту, и изучении динамики их перераспределения в организме.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/gastroskopiya,Гастроскопия,"Гастроскопия (эзофагогастродуоденоскопия, ЭГДС) – один из видов эндоскопического исследования, представляющий собой визуальный осмотр стенок пищевода. Исследование назначают взрослым и детям при подозрении на заболевания пищеварительной системы.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/igh,ИГХ,"Иммуногистохимическое исследование представляет собой метод обнаружения патогенных клеток в тканевых образцах. Для этого используют молекулы, которые вырабатываются иммунной системой.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/obsledovanie_petkt,Обследование ПЭТ-КТ,"ПЭТ-КТ – высокотехнологичный альтернативный метод лучевой диагностики для выявления злокачественных опухолей, как дополняющий традиционные методы визуализации (КТ, МРТ, УЗИ и др.), так и, в некоторых случаях, полноценно заменяющий их.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika/rentgen,Рентген,"Рентгенография — детальное исследование внутренней структуры тела путём просвечивания его рентгеновскими лучами и проецирования на специальную плёнку или бумагу. Во время проведения рентгенорафии пациент находится в одной комнате, а медик в смежной.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/diagnostika,,,,False,False,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/o_lechenii,О лечении,"Существует четыре стадии заболевания раком, в зависимости от тяжести течения болезни и ущерба, который опухоль наносит организму.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/hirurgiya,Хирургия,Хирургическое лечение — один из самых распространённых и эффективных методов в борьбе с раком. В зависимости от локализации очага опухоли и его размера хирург может прибегнуть к малоинвазивному лапароскопическому вмешательству.,,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/himioterapiya,Химиотерапия,"Химиотерапия — это лекарственная терапия, в ходе которой используются токсичные химические вещества для уничтожения быстрорастущих клеток в организме.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/luchevaya_terapiya,Лучевая терапия,"Лучевая терапия — это направленное использование ионизирующего излучения для лечения рака. Высокоэнергетическое излучение разрушает ДНК клетки, и опухоль не способна после облучения активно делиться и расти.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/immunoterapiya,Иммунотерапия,"Иммунотерапия открывает новые возможности для борьбы с онкологическими заболеваниями, которые лечатся с большим трудом, например, с меланомой и раком легких.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie/targetnaya_terapiya,Таргетная терапия,"Таргетные препараты искусственно созданы так, что подходят именно к определенным ключевым участкам данных белков, и при контакте с ними либо делают их не работоспособными, либо вызывают их разрушение.",,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/lechenie,,,,False,False,False
https://onco.zdrav.mosreg.ru/uslugi_/reabilitatsiya_copy/reabilitatsiya,О реабилитации,Реабилитация. Реабилитация при онкологии – необходимый этап возвращения пациентов к нормальной жизни. Современная медицина делает большие успехи в лечении онкологических заболеваний.,,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_/reabilitatsiya_copy,Реабилитация,Реабилитация,,True,True,False
https://onco.zdrav.mosreg.ru/uslugi_,Услуги,"В данном разделе вы узнаете, какие услуги оказываются онкобольным в Московской области. Профилактика, диагностика, лечение и реабилитация.",,True,True,False
https://onco.zdrav.mosreg.ru/doctors,Специалисты,"Перечень специалистов по лечению онкологических заболеваний в Подмосковье. Краткое описание специализации, контакты и запись на приём.",,True,True,False
https://onco.zdrav.mosreg.ru/events,Дни здоровья,Вы можете бесплатно пройти обследование и получить консультацию квалифицированного онколога. Следите за анонсами Дней открытых дверей на сайте,,True,True,False
https://onco.zdrav.mosreg.ru/faq,Вопрос-ответ,Получите ответы на самые распространенные вопросы о раке и его лечению.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zrenie_i_sluh/glaz,Злокачественные опухоли глаз,"Рак глаза долгое время может не давать симптомы. Онкология органа может проявляться на поздних стадиях. Чаще всего наблюдается снижение остроты зрения, появление красных или тёмных точек на радужке. Причиной может быть воздействие радиации.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zrenie_i_sluh,Зрение и слух,"Признаки онкологического заболевания глаз во многом зависят от вида поражения органа зрения и расположения опухоли. Как и большинство онкозаболеваний, рак глаза долгое время может не давать явную симптоматику.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/kozha_i_myagkie_tkani/kozha,Рак кожи,При онкологии кожи болевой синдром ярко не выражен. К наиболее распространённым видам онкологических заболеваний кожи относится базальноклеточный рак. Самая агрессивная разновидность злокачественных опухолей кожи — меланома.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/kozha_i_myagkie_tkani,Кожа и мягкие ткани,Среди всех злокачественных заболеваний кожи чаще всего встречаются базалиома и меланома. Основным фактором является ультрафиолетовое излучение. На серьёзность заболевания указывает длительно незаживающая ранка.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/krovenosnaya_i_immunnaya_sistemi/krov,Рак крови и лимфы,"На ранних стадиях онкологическое заболевание крови никак себя не проявляет, а пациент, как правило, о серьёзности ситуации не подозревает. Рак крови подразделяют на лейкозы, лимфомы, парапротеинемические гемобластозы.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/krovenosnaya_i_immunnaya_sistemi/serdtse,Рак сердца,"Рак сердца считается редким заболеванием. Онкозаболевания сердца делят на группы саркома, перикардинальная мезотелиома, первичная лимфома. Меланома, карцинома молочной железы или лёгкого, рак почки способны метастазировать в сердце.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/krovenosnaya_i_immunnaya_sistemi,,,,False,False,False
https://onco.zdrav.mosreg.ru/atlas/mochevidelitelnaya_sistema/rak_mochevogo_puzirya_i_mochevivodyaschih_putei,Рак мочевого пузыря и мочевыводящих путей,Рак мочевого пузыря и мочевыводящих путей. Рак мочевого пузыря встречается в 70% случаев всех новообразований мочевыводящих органов. Цистоскопия считается «золотым стандартом» при исследовании мочевого пузыря и мочевыводящих путей.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/mochevidelitelnaya_sistema/rak_nadpochechnikov,Рак надпочечников,"Адренокортикальный рак или онкология надпочечников — агрессивная и достаточно редкая опухоль, которая может возникать в любом возрасте, но чаще диагностируется в 40-50 лет. Больше половины пациентов с таким онкологическим диагнозом — женщины.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/mochevidelitelnaya_sistema/rak_pochek,Рак почек,"Рак почки на ранних стадиях не вызывает признаков, обычно яркие симптомы появляются после разрастания опухоли и метастазирования. Это боли в пояснице, кровь в моче или гематурия.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/mochevidelitelnaya_sistema/rak_uretri,Рак уретры,"Рак уретры маскируется под другие заболевания. На поздних стадиях онкологического процесса симптоматика может проявляться как у мужчин, так и у женщин сильными болями в области промежности или бёдер, гнойно-кровянистыми выделениями.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/mochevidelitelnaya_sistema,Мочевыделительная система,Основные признаки проявления рака мочевого является кровь в моче или гематурия. Моча может окрашиваться от оранжевого до тёмно-красного цвета. Могут появиться приступы почечной колики или задержка мочи могут появиться.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/opornodvigatelnaya_sistema/rak_kostei_i_sustavov,Рак костей и суставов,"Рак кости и суставов может проявлять себя по сравнению с другими видами онкологии уже на ранних стадиях, но признаки не являются специфичными. Рак костей встречается достаточно редко и составляет менее 1% всех онкологических заболеваний.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/opornodvigatelnaya_sistema,,,,False,False,False
https://onco.zdrav.mosreg.ru/atlas/muzhchina/rak_polovogo_chlena,Рак полового члена,"Рак полового члена — редкое онкологическое заболевание, которое протекает агрессивно и часто приводит к потере органа. На долю этого заболевания приходится 1-2% всех новообразований мочеполовой системы.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/muzhchina/rak_predstatelnoi_zhelezi,Рак предстательной железы,"Рак предстательной железы. Предстательная железа. Признаки рака предстательной железы часто можно спутать с симптомами, когда простата увеличивается в результате доброкачественного роста органа.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/muzhchina/rak_yaichek,,,,False,False,False
https://onco.zdrav.mosreg.ru/atlas/muzhchina,Половая система мужчины,"Мужские половые органы являются органами совокупления и репродуктивной системы. Органы анатомически подразделяются на наружные - половой член и мошонку и внутренние - яички, придатки яичек.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zhenschina/rak_matki,Рак матки,"Рак матки — одно из наиболее распространенных онкологических заболеваний, диагностируемых у женщин. Самым опасным периодом для развития опухоли является интервал между 65 и 70 годами.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zhenschina/rak_molochnoi_zhelezi,Рак молочной железы,Рак молочной железы. Молочная железа. Рак молочной железы в последнее десятилетие занимает одно из первых мест среди всех онкологических заболеваний в мире.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zhenschina/rak_yaichnikov,Рак яичников,"Рак яичников — болезнь, которая поражает женский организм достаточно скрытно. Очевидные симптомы обычно появляются на третьей и четвёртой стадиях онкологического заболевания.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/zhenschina,Половая система женщины,"Женская репродуктивная система состоит из двух яичников, маточных труб, матки, шейки матки, влагалища и наружных половых органов, которые расположены между ног.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/endokrinnaya_sistema/rak_gipofiza_i_gipotalamusa,Рак гипофиза и гипоталамуса,"Признаки рака гипофиза могут быть разнообразными и схожи с симптомами других заболеваний, связанных с нервной и эндокринной системами.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/endokrinnaya_sistema/rak_schitovidnoi_zhelezi,Рак щитовидной железы,"Щитовидная железа — орган эндокринной системы, находится под гортанью перед трахеей и имеет форму бабочки. Гормоны, которые выделяет щитовидная железа, регулирует работу практически всех клеток организма.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/endokrinnaya_sistema,Эндокринная система,"Эндокринная система тесно связана с нервной и иммунной. Вырабатываемые эндокринной системой гормоны влияют на нервную систему, приводя нервные клетки в активность и запуская те или иные процессы.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/nervnaya_sistema/rak_golovnogo_mozga,Рак головного мозга,Рак головного мозга. Головной мозг. Признаки рака головного мозга можно классифицировать на общемозговые и очаговые.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/nervnaya_sistema/rak_mozzhechka,Рак мозжечка,"Рак мозжечка относят к наиболее часто встречающимся новообразованиям, поражающим головной мозг человека. Такая опухоль может быть как доброкачественной, так и злокачественной.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/nervnaya_sistema,Нервная система,"У большинства пациентов с опухолями мозга болит голова. Однако вероятность наличия опухоли мозга невелика. Головная боль может иметь много причин: боль напряжения, мигрень, гипертоническая головная боль и так далее.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_bryushnoi_polosti,Рак брюшной полости,"Рак брюшной полости возникает не в самой полости, а в органах брюшной полости или в её серозной оболочке. Выделяют первичный и вторичный злокачественные процессы.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_zhelchnogo_puzirya,Рак желчного пузыря,Рак желчного пузыря. Желчный пузырь. Основная роль желчного пузыря у человека — накопление желчи и её дальнейшее выделение в двенадцатиперстную кишку для переваривания пищи.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_pecheni,Рак печени,"Рак печени часто развивается из цирроза печени. Также онкологическое заболевание провоцируют хроническое воспаление печени, вызванное гепатитом В или неалкогольным жировым гепатитом печени.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/zlokachestvennie_opuholi_zheludka_i_pischevoda,Злокачественные опухоли желудка и пищевода,"Злокачественные опухоли желудка и пищевода диагностируются на поздних стадиях, так как яркие симптомы болезни часто отсутствуют. Рак пищевода протекает агрессивнее рака желудка.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_podzheludochnoi_zhelezi,Рак поджелудочной железы,"Рак поджелудочной железы входит в десятку по частоте заболеваемости среди всех онкологических заболеваний. Злокачественная опухоль может возникнуть в головке поджелудочной железы, в перешейке, теле или в её хвосте.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_tolstoi_kishki,Рак толстой кишки,"Рак толстой кишки. Толстый кишечник. Толстая кишка является конечной частью желудочно-кишечного тракта и включает в себя ободочную, сигмовидную и прямую кишки. Толстая кишка может быть протяжённостью от 1,5 до двух метров.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema/rak_tonkogo_kishechnika,Рак тонкого кишечника,Чаще рак тонкого кишечника развивается на фоне хронических ферментативных или воспалительных заболеваний ЖКТ.,,True,True,False
https://onco.zdrav.mosreg.ru/atlas/pischevaritelnaya_sistema,Пищеварительная система,"Пищеварительная система — система внутренних органов, выполняющих функцию механической и химической обработки пищи. Органы пищеварительной системы - пищевод, желудок, кишка.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/dihatelnaya_sistema/rak_gortani_i_glotki,Рак гортани и глотки,"Глотка расположена позади полости носа, рта и гортани, но впереди от шейного отдела позвоночника, делится на три отдела: носоглотку, ротоглотку и гортаноглотку.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/dihatelnaya_sistema/rak_legkih,Рак легких,"Рак лёгких вызывают факторы, которые раздражают слизистую бронхов и трахеи. Основными можно считать: курение, причем в любом виде.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/dihatelnaya_sistema/rak_trahei_i_bronhov,Рак трахеи и бронхов,"На ранних стадиях онкологический процесс распознать крайне сложно. Новообразование в трахее или бронхах, как правило, случайно могут обнаружить во время рентгенографии в качестве профосмотра.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas/dihatelnaya_sistema,Дыхательная система,"Дыхательная система — это совокупность органов, обеспечивающих функцию внешнего дыхания человека.",,True,True,False
https://onco.zdrav.mosreg.ru/atlas,Атлас ОНКО,"Специально разработанный онкологический атлас поможет вам узнать больше о заболевании. Симптомы, признаки, лечение онкопатологий",,True,True,False
https://onco.zdrav.mosreg.ru/quiz,,,,False,False,False
https://onco.zdrav.mosreg.ru/news,Новости,Самые актуальные и интересные новости по теме онкологии в Подмосковье. Читайте и будьте в курсе!,,True,True,False
https://onco.zdrav.mosreg.ru/library,Видео,"Видео о лечении онкологических заболеваний в Московской области, комментарии врачей и признаки опасного недуга, о которых следует знать каждому.",,True,True,False
https://onco.zdrav.mosreg.ru/breastcansersupport,Комплексная поддержка при раке груди,Комплексная поддержка при раке груди,,True,True,False
https://onco.zdrav.mosreg.ru/confirm/canceltutorfeedback,,,,False,False,False
https://onco.zdrav.mosreg.ru/confirm/approvetutorfeedback,,,,False,False,False
https://onco.zdrav.mosreg.ru/confirm/cancelspecialistbecomes,,,,False,False,False
https://onco.zdrav.mosreg.ru/confirm/approvespecialistbecomes,,,,False,False,False
https://onco.zdrav.mosreg.ru/confirm/cancelnewsletter,Подписка на новости отменена,Подписка на новости отменена,,True,True,False
https://onco.zdrav.mosreg.ru/confirm/approvenewsletter,Эл. почта подтверждена,Эл. почта подтверждена,,True,True,False
https://onco.zdrav.mosreg.ru/confirm,Подтверждение запросов,Подтверждение запросов,,True,True,False
https://onco.zdrav.mosreg.ru/events/den-jenskogo-zdorovya,День женского здоровья,У жительниц Подмосковного региона есть уникальная возможность проверить свое здоровье. День женского здоровья пройдет в Клину.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_gkrasnogorsk_,День женского здоровья в г. Красногорск,Уникальная возможность для жительниц Московской области - бесплатно проверить женское здоровье!,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya,День женского здоровья в г. Мытищи,Приём и консультация врача-онколога,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zenskogo_zdorovya_v_gorode_fryazino,День женского здоровья в городе Фрязино,"На Дне женского здоровья запланирован осмотр женщин, взятие мазков на онкоцитологию.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_g_podolsk,День женского здоровья в г. Подольск,День женского здоровья. Осмотр врача,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_g_ramenskoe,День женского здоровья в г. Раменское,Проверить женское здоровье смогут жительницы Раменского,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_g_reutov_,День женского здоровья в г. Реутов,На Дне женского здоровья в Реутове запланированы бесплатные обследования женщин на онкологию.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den-zhenskogo-zdorovya-v-g-sergiev-posad,День женского здоровья в г. Сергиев Посад,"День женского здоровья в г. Сергиев Посад. Осмотр онкологом, при необходимости дообследование.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zenskogo_zdorovya_v_odintsove_,День женского здоровья в Звенигороде,У жительниц Звенигорода появилась прекрасная возможность проверить своё здоровье!,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_klinu_,День женского здоровья в Клину,Посетите День женского здоровья в Клину и не упустите шанс проверить свое здоровье. Консультация бесплатная.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_otradnom_,День женского здоровья в Отрадном,"Осмотр онкогинекологом, забор биоматериала на онкоцитологию. Проверьте здоровье!",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zenskogo_zdorovya_vo_fryazine,День женского здоровья во Фрязине,"В рамках дня запланирован осмотр онколога, дообследование по показаниям.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_v_balashihe_,День здоровья в Балашихе,"Пациенты смогут пройти маммографию, сделать КТ/рентген-исследование органов грудной клетки и другое.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_v_g_mitischi_,День здоровья в  г. Мытищи,"В День здоровья в Мытищах пациентов осмотрит онколог, при необходимости будет назначено дообследование.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_vo_fryazine,День здоровья в г. Фрязино,"В рамках Дня открытых дверей можно будет пройти маммографию, КТ/рентген-исследование органов грудной клетки, сдать ПСА-тест на рак простаты и тест на наличие скрытой крови в кале.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_v_mitischah_,День здоровья в Мытищах,Консультация врача-онколога и дообследование.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_v_odintsove,День здоровья в Одинцове,"Во время Дня здоровья запланирован осмотр кожи онкологом, обследования молочных желёз.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_v_ramenskom,День здоровья в Раменском,Проверьте здоровье в рамках Дня открытых дверей и получите консультацию онколога,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_sergievomposade,День здоровья в Сергиевом-Посаде,Проверьте здоровье и получите консультацию врача-онколога!,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi,День здоровья в Химках,На Дне здоровья в Химках запланировано обследование мужчин и женщин на разные виды онкологии.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_g_balashiha,День здоровья кожи в г. Балашиха,"Осмотр кожи онкологом, при необходимости дообследование.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_godintsovo_,День здоровья кожи в г. Звенигороде,Можно будет получить консультацию онколога и пройти дерматоскопию.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_g_kolomna_,День здоровья кожи в г. Коломна,В рамках профилактического мероприятия «Здоровая кожа» жители Коломны и Озер смогут выполнить дерматоскопию подозрительных родинок.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_g_korolev,День здоровья кожи в г. Королев,"Посетите День открытых дверей и проверьте ваше здоровье, получите консультацию онколога!",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_g_krasnogorsk,День здоровья кожи в г. Красногорск,"Консультация онколога, осмотр и необходимые рекомендации.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den-zdorovya-kozhi-v-g-odincovo,День здоровья кожи в г. Одинцово,Во время Дня здоровья запланирован осмотр врачом-онкологом.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_g_orehovozuevo_,День здоровья кожи в г. Орехово-Зуево,Проверьте свою кожу и получите бесплатную консультацию,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_g_reutov_,День здоровья кожи в г. Реутов,Проверьте кожные покровы в День здоровья кожи в Реутове,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_g_sergievposad,День здоровья кожи в г. Сергиев-Посад,В рамках мероприятия запланирован осмотр кожи. При необходимости дообследование.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_g_fryazino,День здоровья кожи в г. Фрязино,"День здоровья кожи в г. Фрязино. Консультация, осмотр, дерматоскопия..",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozhi_v_gfryazino,День здоровья кожи в г.Фрязино,Приём включает осмотр квалифицированным онкологом и назначение дополнительных обследований при необходимости.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zhenskogo_zdorovya_kozi_v_g.Himki,День здоровья кожи в г. Химки,"В рамках Дня открытых дверей пройдёт осмотр онкологом, при необходимости дообследование.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_g_kolomna,День здоровья кожи в Коломне,В рамках профилактического мероприятия жители Коломны и Озёр смогут выполнить дерматоскопию подозрительных родинок.,,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_korolyove_,День здоровья кожи в Королёве,"Осмотр кожи онкологом, дообследование по показаниям.",,True,True,False
https://onco.zdrav.mosreg.ru/events/den_zdorovya_kozi_v_krasnogorske_,День здоровья кожи в Красногорске,Доверьтесь специалистам и проверьте кожу на предмет сомнительных новообразований,,True,True,False
https://onco.zdrav.mosreg.ru/events/den-zdorovya-koziv-g-lyubercy,День здоровья кожи в Люберцах,Участники смогут получить консультацию врача-онколога и при необходимости пройти обследование.,,True,True,False
